Label,x,y,z
88,114.37677,50.766514,149.238007
89,115.870628,50.76709,153.630966
90,112.87027,50.768223,153.619186
91,114.372009,50.767277,152.371933
92,113.240273,50.769909,159.230347
93,115.490387,50.769794,159.23201
94,115.492722,50.768402,156.32309
95,113.242462,50.768791,156.3181
96,126.075203,53.212727,2.718274
97,125.001297,53.076744,6.297482
98,123.962654,52.943638,9.811625
99,122.936081,52.810406,13.350099
100,121.922379,52.677071,16.924608
101,120.934113,52.545204,20.507925
102,119.956398,52.412693,24.176781
103,119.006546,52.281834,27.888155
104,118.117851,52.157234,31.531979
105,117.288292,52.038788,35.125931
106,116.515854,51.926384,38.687702
107,115.796036,51.819553,42.248177
108,115.126991,51.718193,45.826435
109,114.511337,51.622898,49.416134
110,113.9496,51.534004,53.014793
111,113.440598,51.451576,56.624043
112,112.982315,51.375595,60.245209
113,112.57209,51.305923,63.879295
114,112.206856,51.242348,67.526886
115,111.883255,51.184582,71.188187
116,111.597771,51.13232,74.863022
117,111.346931,51.085205,78.550903
118,111.127304,51.042873,82.251106
119,110.935684,51.004967,85.962738
120,110.76902,50.97113,89.684769
121,110.626724,50.941505,93.350342
122,110.505379,50.915596,96.967285
123,110.399841,50.892509,100.608833
124,110.308449,50.872036,104.273323
125,110.229691,50.853977,107.958885
126,110.162125,50.83815,111.663582
127,110.104523,50.824371,115.385376
128,110.055725,50.812492,119.122147
129,110.014671,50.802357,122.871689
130,109.980453,50.793816,126.631653
131,109.952553,50.786842,130.341721
132,109.92984,50.781216,134.047058
133,109.911095,50.776684,137.853302
134,109.896271,50.773293,141.668335
135,109.88501,50.770988,145.440521
136,109.876625,50.769642,149.211578
137,111.370056,50.768589,153.614746
138,108.36969,50.769726,153.602982
139,109.871483,50.769176,152.352829
140,108.740051,50.770138,159.227005
141,110.990158,50.770023,159.228668
142,110.992188,50.769184,156.31311
143,108.74192,50.769577,156.308121
144,123.124985,56.90744,2.706165
145,121.962791,56.524734,6.261981
146,120.837883,56.153137,9.754099
147,119.725105,55.784317,13.27146
148,118.62532,55.41848,16.82584
149,117.552078,55.060097,20.390333
150,116.489174,54.703644,24.041473
151,115.455376,54.3554,27.736618
152,114.486938,54.027573,31.366314
153,113.581757,53.719585,34.948181
154,112.737724,53.430862,38.499844
155,111.95005,53.159882,42.052105
156,111.216782,52.906116,45.623981
157,110.540894,52.670723,49.209122
158,109.923141,52.454155,52.804985
159,109.362328,52.256187,56.413082
160,108.8564,52.076305,60.034637
161,108.402626,51.913761,63.670509
162,107.997749,51.767616,67.321136
163,107.638214,51.636803,70.986588
164,107.32032,51.520191,74.666527
165,107.040314,51.416622,78.360352
166,106.794563,51.324944,82.067223
167,106.57959,51.244061,85.786118
168,106.392143,51.172901,89.515877
169,106.231674,51.111465,93.189476
170,106.094467,51.058472,96.814606
171,105.974823,51.011871,100.464645
172,105.870949,50.971069,104.137848
173,105.781166,50.935516,107.832306
174,105.703979,50.904701,111.546043
175,105.638,50.878166,115.27697
176,105.58197,50.855484,119.022934
177,105.534752,50.836266,122.781715
178,105.495331,50.82016,126.550919
179,105.463173,50.807011,130.270081
180,105.437012,50.796345,133.984436
181,105.415466,50.787636,137.799881
182,105.398514,50.780922,141.624054
183,105.38578,50.776062,145.405212
184,105.376488,50.772774,149.18515
185,106.869484,50.770092,153.598557
186,103.869118,50.771229,153.586777
187,105.370972,50.771076,152.333725
188,104.239838,50.770367,159.223663
189,106.489944,50.770252,159.225327
190,106.491661,50.769966,156.303131
191,104.241394,50.770355,156.298141
192,120.174767,60.60215,2.694057
193,118.924286,59.972729,6.22648
194,117.713104,59.362637,9.696573
195,116.514145,58.758224,13.19282
196,115.32827,58.159897,16.727074
197,114.170059,57.574986,20.272739
198,113.021942,56.994598,23.906162
199,111.904198,56.428959,27.585081
200,110.856018,55.897911,31.200653
201,109.875214,55.400383,34.770435
202,108.959602,54.935337,38.311989
203,108.10405,54.50021,41.85603
204,107.306572,54.094032,45.421524
205,106.570473,53.718552,49.002113
206,105.896683,53.374306,52.595177
207,105.284058,53.060795,56.202126
208,104.730492,52.777016,59.82407
209,104.233162,52.521599,63.461723
210,103.788635,52.292885,67.115387
211,103.393188,52.08902,70.784981
212,103.042862,51.908058,74.470032
213,102.733704,51.748039,78.169815
214,102.461815,51.607021,81.883339
215,102.223495,51.483147,85.609482
216,102.015259,51.374676,89.347008
217,101.836624,51.281425,93.02861
218,101.683556,51.201351,96.661942
219,101.549812,51.131233,100.320457
220,101.433441,51.070107,104.002365
221,101.332657,51.017052,107.705734
222,101.245834,50.971256,111.428497
223,101.171471,50.931961,115.168564
224,101.108215,50.898476,118.923744
225,101.054832,50.870178,122.691742
226,101.010208,50.846504,126.4702
227,100.973793,50.827179,130.198441
228,100.944191,50.811474,133.921829
229,100.91983,50.798588,137.746475
230,100.900757,50.788544,141.579788
231,100.886551,50.781136,145.369919
232,100.876343,50.775898,149.158722
233,102.368919,50.771595,153.582352
234,99.368553,50.772732,153.570572
235,100.870445,50.77298,152.31459
236,99.739609,50.770596,159.220322
237,101.989723,50.770481,159.222
238,101.991135,50.770748,156.293137
239,99.74086,50.771141,156.288147
240,77.989021,50.771126,158.82666
241,77.988739,50.772728,155.122162
242,77.989265,50.775261,151.498566
243,77.990593,50.778877,147.954208
244,77.992783,50.783859,144.41391
245,77.995934,50.790588,140.809357
246,78.000114,50.799377,137.173141
247,78.005379,50.810551,133.531799
248,78.01181,50.82452,129.885071
249,78.01947,50.841755,126.232697
250,78.028458,50.862782,122.574379
251,78.038879,50.888214,118.909821
252,78.050827,50.918747,115.238708
253,78.064423,50.955162,111.560715
254,78.079788,50.998363,107.875504
255,78.097389,51.050365,104.121284
256,78.117065,51.1115,100.359985
257,78.13829,51.180794,96.712296
258,78.161705,51.261223,93.075592
259,78.188049,51.356365,89.364578
260,78.2173,51.467533,85.619186
261,78.249481,51.596298,81.864746
262,78.284782,51.745018,78.101242
263,78.323364,51.916237,74.328796
264,78.365402,52.112686,70.547745
265,78.411819,52.34132,66.697472
266,78.462067,52.602097,62.831142
267,78.514755,52.890083,59.055199
268,78.569824,53.206623,55.354633
269,78.628754,53.562862,51.621323
270,78.691902,53.96386,47.82481
271,78.757935,54.404305,44.03606
272,78.826462,54.884048,40.256329
273,78.897079,55.402252,36.486084
274,78.969353,55.957409,32.725262
275,79.042816,56.547394,28.973528
276,79.11705,57.169624,25.230536
277,79.19162,57.821114,21.496113
278,79.264435,58.482414,17.856607
279,79.336121,59.158573,14.264309
280,79.40918,59.873058,10.579237
281,79.483582,60.626926,6.789592
282,79.559273,61.421227,2.883576
283,81.739082,50.771015,158.964615
284,81.738853,50.772324,155.528564
285,81.739288,50.774391,152.158722
286,81.740379,50.77734,148.853699
287,81.742165,50.781406,145.543228
288,81.744751,50.786907,142.162811
289,81.748169,50.794094,138.742203
290,81.75248,50.803223,135.305664
291,81.757736,50.814648,131.85231
292,81.764008,50.828739,128.381256
293,81.771362,50.845936,124.891571
294,81.779892,50.866741,121.382217
295,81.789665,50.891708,117.852142
296,81.800797,50.921494,114.300217
297,81.81337,50.956833,110.725281
298,81.827774,50.999374,107.065933
299,81.843872,51.049377,103.381638
300,81.861237,51.106064,99.790298
301,81.880394,51.17186,96.190788
302,81.901955,51.249691,92.497772
303,81.925888,51.340637,88.749489
304,81.952225,51.44598,84.970261
305,81.98111,51.56765,81.159531
306,82.01268,51.707726,77.317131
307,82.047073,51.868446,73.443359
308,82.085052,52.055496,69.475807
309,82.126167,52.268845,65.47007
310,82.169281,52.504456,61.5383
311,82.21434,52.763428,57.66819
312,82.262558,53.054886,53.749458
313,82.314224,53.382957,49.753147
314,82.368256,53.743305,45.75737
315,82.424324,54.135815,41.767609
316,82.482109,54.559784,37.788628
317,82.541237,55.013988,33.824535
318,82.601349,55.496693,29.878881
319,82.662094,56.005772,25.954754
320,82.723106,56.538795,22.05489
321,82.782684,57.079849,18.270945
322,82.841339,57.633057,14.554602
323,82.901123,58.217621,10.762352
324,82.96199,58.834412,6.884543
325,83.023918,59.48428,2.911521
326,85.489151,50.770908,159.102554
327,85.488968,50.771915,155.934967
328,85.489311,50.773514,152.818863
329,85.490158,50.775799,149.753189
330,85.491547,50.778957,146.672531
331,85.493561,50.783226,143.516266
332,85.496223,50.788807,140.311279
333,85.499573,50.795898,137.079529
334,85.50367,50.804775,133.819534
335,85.508545,50.815727,130.529816
336,85.514267,50.829094,127.208755
337,85.520905,50.845261,123.854607
338,85.528519,50.864677,120.465561
339,85.53717,50.887829,117.039719
340,85.546951,50.915302,113.575058
341,85.558151,50.94838,110.010597
342,85.570679,50.987259,106.403297
343,85.58419,51.031338,102.868301
344,85.599091,51.082497,99.305992
345,85.61586,51.143024,95.630981
346,85.634476,51.213745,91.879791
347,85.654968,51.295666,88.075783
348,85.677437,51.390278,84.217842
349,85.701996,51.499214,80.305473
350,85.728745,51.624203,76.338974
351,85.758286,51.769672,72.25415
352,85.790268,51.935593,68.109009
353,85.823807,52.118828,64.021393
354,85.858856,52.32024,59.981743
355,85.896362,52.546906,55.87759
356,85.936554,52.802055,51.681488
357,85.978569,53.08231,47.478676
358,86.022186,53.387573,43.278881
359,86.067131,53.717316,39.091164
360,86.113129,54.070564,34.923805
361,86.159889,54.445984,30.784233
362,86.20713,54.841919,26.678972
363,86.254593,55.256477,22.613667
364,86.300934,55.677284,18.685284
365,86.34655,56.107536,14.844894
366,86.393051,56.562187,10.945467
367,86.440399,57.041897,6.979494
368,86.488571,57.547333,2.939466
369,89.239212,50.770798,159.240494
370,89.23909,50.771507,156.34137
371,89.239334,50.772636,153.479019
372,89.239929,50.774261,150.652679
373,89.240936,50.776508,147.801834
374,89.242378,50.779545,144.86972
375,89.244278,50.783516,141.880371
376,89.246681,50.788574,138.853378
377,89.249596,50.794903,135.786758
378,89.253082,50.802711,132.678375
379,89.257179,50.812248,129.52594
380,89.261917,50.823784,126.326988
381,89.267357,50.837639,123.078987
382,89.273544,50.854164,119.779205
383,89.280525,50.873772,116.424835
384,89.288528,50.897385,112.955246
385,89.297485,50.92514,109.42495
386,89.307137,50.956608,105.946297
387,89.317787,50.993137,102.421188
388,89.329773,51.036354,98.764183
389,89.343063,51.086849,95.010086
390,89.357704,51.145348,91.18129
391,89.373756,51.212914,87.276138
392,89.391304,51.290703,83.2938
393,89.410416,51.379963,79.234589
394,89.431519,51.483849,75.032486
395,89.454376,51.602341,70.74794
396,89.478333,51.733204,66.504486
397,89.503372,51.877045,62.295296
398,89.530159,52.038929,58.005722
399,89.558876,52.221157,53.609825
400,89.588898,52.421314,49.199989
401,89.620056,52.639339,44.790157
402,89.652161,52.874844,40.3937
403,89.685028,53.127144,36.023079
404,89.718414,53.395279,31.689587
405,89.752174,53.67807,27.403189
406,89.786079,53.974159,23.172445
407,89.819176,54.274712,19.099621
408,89.851768,54.582016,15.135187
409,89.884987,54.906754,11.128582
410,89.918816,55.249378,7.074445
411,89.953224,55.610386,2.967411
412,92.989273,50.770687,159.378448
413,92.989197,50.771095,156.747787
414,92.989349,50.771759,154.139175
415,92.989716,50.772724,151.552185
416,92.990318,50.774055,148.931152
417,92.991188,50.775864,146.22319
418,92.992332,50.778233,143.449432
419,92.993774,50.781254,140.627228
420,92.995529,50.78503,137.753998
421,92.997627,50.7897,134.82695
422,93.000076,50.795399,131.843124
423,93.00293,50.802307,128.799377
424,93.006195,50.8106,125.692413
425,93.009911,50.820496,122.518707
426,93.014114,50.832241,119.274612
427,93.018921,50.84639,115.899902
428,93.024292,50.863022,112.446609
429,93.030083,50.881882,109.0243
430,93.036476,50.903774,105.536385
431,93.043678,50.92968,101.897385
432,93.051659,50.959957,98.140388
433,93.060448,50.995033,94.286804
434,93.070084,51.035545,90.334442
435,93.080612,51.082191,86.282135
436,93.092087,51.135719,82.130203
437,93.104759,51.198021,77.810822
438,93.118469,51.269085,73.386871
439,93.132851,51.347572,68.987587
440,93.147881,51.433849,64.608849
441,93.163963,51.530952,60.133854
442,93.181198,51.640259,55.53817
443,93.199219,51.760323,50.921299
444,93.217911,51.891102,46.30143
445,93.237183,52.032372,41.696236
446,93.256897,52.183723,37.122349
447,93.276962,52.34457,32.594936
448,93.297211,52.514217,28.127407
449,93.317558,52.691841,23.731222
450,93.337433,52.872147,19.513958
451,93.356995,53.056503,15.425478
452,93.376923,53.251312,11.311696
453,93.397224,53.45686,7.169395
454,93.41787,53.673439,2.995356
455,96.739334,50.770576,159.516388
456,96.739319,50.770691,157.154175
457,96.739372,50.770889,154.799332
458,96.739494,50.771183,152.45166
459,96.7397,50.771606,150.060455
460,96.740005,50.772179,147.57663
461,96.740387,50.772945,145.018494
462,96.740868,50.773926,142.401093
463,96.74147,50.775154,139.721222
464,96.742172,50.776684,136.97551
465,96.742996,50.778557,134.160294
466,96.743942,50.78083,131.271759
467,96.745041,50.783562,128.305832
468,96.746284,50.786827,125.258209
469,96.747688,50.79071,122.124382
470,96.749298,50.795395,118.844559
471,96.751099,50.8009,115.468262
472,96.753036,50.807152,112.102295
473,96.755173,50.814415,108.651588
474,96.757584,50.823013,105.030586
475,96.760246,50.833061,101.270691
476,96.763184,50.844711,97.392334
477,96.766403,50.858177,93.392746
478,96.769928,50.873676,89.270477
479,96.773766,50.891476,85.02581
480,96.777992,50.912193,80.589157
481,96.782578,50.935833,76.025803
482,96.787376,50.961945,71.47068
483,96.792397,50.990654,66.922409
484,96.797768,51.022972,62.261986
485,96.803528,51.059357,57.466511
486,96.80954,51.099327,52.642609
487,96.815781,51.142864,47.812706
488,96.822212,51.189903,42.998772
489,96.828796,51.240303,38.221622
490,96.835487,51.293869,33.50029
491,96.842255,51.350365,28.851627
492,96.849045,51.409523,24.290001
493,96.855682,51.469578,19.928295
494,96.862206,51.530987,15.715771
495,96.868851,51.595875,11.494812
496,96.875633,51.664349,7.264346
497,96.882523,51.736492,3.023301
498,76.113937,48.971184,157.849091
499,76.113464,48.972923,154.047958
500,76.113693,48.97567,150.334015
501,76.114609,48.97958,146.70549
502,76.116226,48.984962,143.08548
503,76.118607,48.992237,139.404388
504,76.121788,49.001732,135.695923
505,76.125778,49.013798,131.987442
506,76.1306,49.028877,128.278976
507,76.136292,49.047493,124.570511
508,76.142868,49.070202,120.862083
509,76.15036,49.097672,117.153702
510,76.158791,49.130642,113.445389
511,76.168182,49.169971,109.737167
512,76.178551,49.216633,106.029053
513,76.190125,49.272804,102.259537
514,76.202705,49.338837,98.49118
515,76.215866,49.413696,94.845009
516,76.229919,49.500587,91.218422
517,76.245163,49.603371,87.526756
518,76.261436,49.723484,83.810349
519,76.278564,49.86261,80.094727
520,76.29644,50.023308,76.380043
521,76.314957,50.208324,72.666481
522,76.333939,50.420616,68.954239
523,76.353485,50.667694,65.183838
524,76.373062,50.949524,61.406799
525,76.391861,51.260765,57.726154
526,76.409637,51.602882,54.125652
527,76.426559,51.987919,50.498703
528,76.442375,52.421349,46.814178
529,76.45639,52.89743,43.139248
530,76.468216,53.416004,39.473145
531,76.477554,53.976173,35.814301
532,76.484138,54.576294,32.160717
533,76.487755,55.214088,28.510302
534,76.488281,55.886738,24.861174
535,76.485657,56.591045,21.211887
536,76.480064,57.305973,17.64629
537,76.47155,58.036976,14.117165
538,76.459839,58.809425,10.486486
539,76.444763,59.624454,6.741488
540,76.426147,60.483223,2.869407
541,76.113846,45.371193,156.03186
542,76.113037,45.372913,152.305939
543,76.112579,45.37561,148.665085
544,76.112427,45.379448,145.107544
545,76.112503,45.384724,141.557922
546,76.112778,45.391846,137.947937
547,76.11319,45.401146,134.310562
548,76.11367,45.412956,130.672592
549,76.114128,45.427731,127.033981
550,76.114479,45.445953,123.394691
551,76.114594,45.468193,119.754662
552,76.114342,45.495094,116.113846
553,76.113564,45.527397,112.472153
554,76.112076,45.565926,108.829544
555,76.109657,45.611641,105.185936
556,76.105972,45.666679,101.480705
557,76.100784,45.7314,97.775223
558,76.093979,45.804771,94.188423
559,76.085037,45.88995,90.619293
560,76.073303,45.990723,86.984314
561,76.058289,46.10849,83.322983
562,76.039444,46.244923,79.660217
563,76.01609,46.402519,75.995964
564,75.98745,46.583988,72.330185
565,75.952675,46.792229,68.662857
566,75.910065,47.034618,64.934898
567,75.859177,47.311115,61.197048
568,75.800583,47.616505,57.551155
569,75.733749,47.952213,53.981247
570,75.655952,48.330063,50.381592
571,75.565659,48.755432,46.721256
572,75.463623,49.222687,43.066936
573,75.349609,49.731686,39.418037
574,75.223541,50.281536,35.773254
575,75.085602,50.87064,32.13089
576,74.936172,51.49675,28.489202
577,74.775795,52.157124,24.846668
578,74.605194,52.848595,21.202215
579,74.429565,53.550522,17.639992
580,74.24762,54.268257,14.113172
581,74.053085,55.026711,10.484101
582,73.845543,55.827003,6.740233
583,73.62455,56.670265,2.869015
584,76.113739,41.771198,154.214661
585,76.112602,41.772896,150.563919
586,76.111465,41.775555,146.99614
587,76.110229,41.779312,143.509613
588,76.10878,41.784485,140.03038
589,76.106949,41.791458,136.49147
590,76.104599,41.80056,132.925201
591,76.10157,41.812126,129.357742
592,76.097664,41.826584,125.788994
593,76.092674,41.844418,122.218872
594,76.086319,41.866188,118.647247
595,76.078323,41.892525,115.073982
596,76.068344,41.924145,111.498932
597,76.055969,41.961876,107.921928
598,76.040764,42.006645,104.342812
599,76.02182,42.060562,100.701874
600,75.998871,42.123962,97.059273
601,75.972084,42.195847,93.531853
602,75.940155,42.279312,90.020157
603,75.901443,42.378067,86.441872
604,75.855148,42.493492,82.835617
605,75.800339,42.627235,79.225708
606,75.735733,42.781731,75.611885
607,75.659943,42.959652,71.993881
608,75.571411,43.163841,68.371475
609,75.466644,43.401543,64.685959
610,75.345284,43.672714,60.987297
611,75.209312,43.972244,57.37616
612,75.057877,44.30154,53.836838
613,74.885345,44.672203,50.264481
614,74.688919,45.089516,46.628334
615,74.470856,45.547943,42.994625
616,74.230988,46.047371,39.362938
617,73.969521,46.586903,35.732212
618,73.687073,47.164986,32.10107
619,73.384575,47.779419,28.468102
620,73.063301,48.427505,24.832163
621,72.724731,49.106144,21.192543
622,72.379059,49.795067,17.633694
623,72.023697,50.499535,14.109176
624,71.646332,51.243996,10.481716
625,71.246315,52.029552,6.738977
626,70.82296,52.857307,2.868623
627,76.113647,38.171204,152.39743
628,76.112167,38.172886,148.821869
629,76.110344,38.175495,145.327194
630,76.108047,38.179184,141.911652
631,76.105057,38.184246,138.502823
632,76.101112,38.191071,135.035019
633,76.096001,38.199974,131.539841
634,76.089462,38.211288,128.042877
635,76.0812,38.225433,124.544014
636,76.070862,38.242882,121.04306
637,76.058052,38.264183,117.539833
638,76.042313,38.289955,114.034119
639,76.023117,38.3209,110.525696
640,75.999863,38.357826,107.014313
641,75.971863,38.401653,103.49968
642,75.937675,38.454441,99.923035
643,75.896942,38.516521,96.343323
644,75.850189,38.586926,92.875275
645,75.79528,38.668674,89.421021
646,75.729584,38.765419,85.899429
647,75.652008,38.878502,82.348251
648,75.561226,39.009544,78.791199
649,75.455383,39.160942,75.227798
650,75.332428,39.33532,71.657578
651,75.190155,39.535458,68.080078
652,75.023224,39.768463,64.437012
653,74.83139,40.034309,60.777546
654,74.618042,40.327984,57.201157
655,74.382004,40.650867,53.692429
656,74.114738,41.014343,50.147369
657,73.812187,41.423592,46.535412
658,73.478096,41.873203,42.922318
659,73.112373,42.363045,39.307835
660,72.715508,42.892269,35.691174
661,72.288536,43.459332,32.071247
662,71.832993,44.062088,28.447004
663,71.350815,44.697884,24.817657
664,70.844269,45.363686,21.182873
665,70.328552,46.039616,17.627396
666,69.799774,46.730816,14.105181
667,69.239578,47.461281,10.47933
668,68.647087,48.232101,6.737721
669,68.021355,49.044346,2.868231
670,76.113541,34.571213,150.580215
671,76.11174,34.572872,147.079865
672,76.10923,34.575436,143.658264
673,76.105858,34.579052,140.313705
674,76.101334,34.584007,136.975266
675,76.095276,34.590683,133.578568
676,76.087402,34.599392,130.154465
677,76.077354,34.610455,126.728035
678,76.064735,34.624283,123.299026
679,76.049057,34.641342,119.867233
680,76.029778,34.662174,116.432419
681,76.006287,34.687378,112.994263
682,75.97789,34.717651,109.552475
683,75.943756,34.75378,106.106705
684,75.902969,34.796665,102.656563
685,75.853531,34.84832,99.144196
686,75.795029,34.909084,95.627373
687,75.728302,34.978001,92.218689
688,75.650391,35.058033,88.821884
689,75.557724,35.152763,85.356987
690,75.44886,35.263508,81.860886
691,75.322113,35.391853,78.356689
692,75.175034,35.540154,74.843719
693,75.004921,35.710983,71.321289
694,74.808891,35.907074,67.788696
695,74.579803,36.135387,64.18808
696,74.317497,36.395908,60.567787
697,74.026764,36.683727,57.026157
698,73.706131,37.000198,53.548019
699,73.344131,37.356487,50.030258
700,72.935463,37.757675,46.44249
701,72.485336,38.198463,42.849998
702,71.993759,38.678726,39.252731
703,71.461494,39.197636,35.650131
704,70.889999,39.753681,32.04142
705,70.281395,40.344757,28.425905
706,69.638321,40.968269,24.803154
707,68.963806,41.621239,21.173199
708,68.278053,42.284161,17.621096
709,67.575851,42.962097,14.101187
710,66.832832,43.678566,10.476947
711,66.047859,44.434647,6.736466
712,65.219765,45.231392,2.867839
713,77.488388,32.771252,149.49649
714,77.486099,32.77298,145.691742
715,77.482689,32.77562,141.980911
716,77.477829,32.779419,138.317047
717,77.471062,32.784744,134.624359
718,77.461906,32.791939,130.90239
719,77.449875,32.801376,127.180771
720,77.434402,32.813496,123.459541
721,77.414795,32.8288,119.73877
722,77.390282,32.847878,116.018509
723,77.359985,32.871399,112.298828
724,77.322876,32.900127,108.579819
725,77.277802,32.934933,104.861595
726,77.222244,32.97773,101.077194
727,77.155556,33.02898,97.290169
728,77.078598,33.087994,93.627663
729,76.98941,33.15625,90.040703
730,76.8825,33.237907,86.395164
731,76.754532,33.335484,82.677292
732,76.604614,33.449608,78.962067
733,76.429749,33.58252,75.249969
734,76.222229,33.740005,71.470413
735,75.981331,33.922565,67.678421
736,75.711655,34.126678,63.992382
737,75.41156,34.353535,60.397305
738,75.069534,34.611805,56.784935
739,74.679466,34.906059,53.121552
740,74.245369,35.233204,49.474556
741,73.766472,35.593781,45.844063
742,73.242805,35.987755,42.229115
743,72.675125,36.414513,38.627953
744,72.064911,36.87291,35.038345
745,71.414352,37.361313,31.457916
746,70.726105,37.877701,27.884409
747,70.003265,38.419739,24.315929
748,69.249214,38.984901,20.751081
749,68.485558,39.556995,17.26893
750,67.705429,40.141193,13.820229
751,66.88147,40.757973,10.270594
752,66.033661,41.392372,6.696603
753,65.118439,42.076965,2.91202
754,80.23838,32.771152,149.49649
755,80.236038,32.772499,145.691742
756,80.232544,32.774384,141.980911
757,80.227554,32.776978,138.317047
758,80.220596,32.780552,134.624359
759,80.211182,32.785351,130.902405
760,80.198837,32.791641,127.180786
761,80.182961,32.799747,123.459564
762,80.162865,32.81004,119.738777
763,80.137764,32.822945,116.018517
764,80.106766,32.838947,112.298836
765,80.06884,32.858616,108.579834
766,80.022797,32.882587,104.861618
767,79.966087,32.912231,101.077217
768,79.898064,32.947933,97.290184
769,79.819611,32.98925,93.627686
770,79.728745,33.03727,90.040733
771,79.619896,33.094978,86.395187
772,79.489662,33.16423,82.677315
773,79.337158,33.245564,78.962097
774,79.159348,33.340645,75.25
775,78.948433,33.45372,71.470444
776,78.703682,33.585251,67.678452
777,78.429794,33.732769,63.992409
778,78.125122,33.897209,60.397335
779,77.777985,34.084927,56.784966
780,77.382179,34.299339,53.121582
781,76.941826,34.538288,49.474583
782,76.456154,34.802231,45.84409
783,75.925186,35.091209,42.229137
784,75.349716,35.404827,38.627972
785,74.731262,35.742275,35.038364
786,74.072006,36.102386,31.457935
787,73.374695,36.483688,27.884426
788,72.642433,36.884476,24.315945
789,71.878662,37.302872,20.751095
790,71.105263,37.726879,17.268942
791,70.315262,38.160305,13.820238
792,69.480965,38.618343,10.270601
793,68.622604,39.089882,6.696607
794,67.696091,39.599182,2.912021
795,82.988365,32.771057,149.49649
796,82.985985,32.772026,145.691742
797,82.982399,32.773148,141.980911
798,82.977272,32.77454,138.317062
799,82.970123,32.77636,134.624359
800,82.960464,32.778763,130.902405
801,82.947792,32.781906,127.180794
802,82.931511,32.786003,123.459572
803,82.910934,32.791283,119.738792
804,82.885246,32.798008,116.018532
805,82.853546,32.806496,112.298859
806,82.814796,32.817104,108.579849
807,82.767784,32.830238,104.861633
808,82.709923,32.846737,101.077232
809,82.640564,32.866882,97.290207
810,82.560631,32.890511,93.627701
811,82.468094,32.918293,90.040756
812,82.357292,32.952049,86.395218
813,82.224792,32.992981,82.677338
814,82.069695,33.041519,78.96212
815,81.888947,33.09877,75.250023
816,81.674637,33.167442,71.470467
817,81.426041,33.247932,67.678482
818,81.147942,33.338867,63.992439
819,80.838684,33.44088,60.397366
820,80.48642,33.558048,56.784992
821,80.0849,33.692619,53.121605
822,79.638283,33.843369,49.474609
823,79.145836,34.010681,45.844116
824,78.607567,34.194668,42.229164
825,78.024307,34.395142,38.627998
826,77.397606,34.611641,35.038387
827,76.729675,34.843464,31.457952
828,76.023277,35.08968,27.884445
829,75.281609,35.349205,24.31596
830,74.50811,35.620846,20.751108
831,73.72496,35.896759,17.268951
832,72.925095,36.179417,13.820245
833,72.08046,36.47871,10.270606
834,71.211548,36.787392,6.69661
835,70.273727,37.121399,2.912022
836,84.363281,31.076912,148.648041
837,84.36068,31.078022,144.8918
838,84.356781,31.079353,141.2276
839,84.351501,31.080948,137.734116
840,84.344177,31.083023,134.212204
841,84.334053,31.085812,130.536621
842,84.320831,31.08942,126.86097
843,84.303917,31.094051,123.185265
844,84.282593,31.099939,119.509521
845,84.256073,31.107359,115.833763
846,84.223442,31.116619,112.15802
847,84.183655,31.128078,108.482285
848,84.135513,31.142155,104.806602
849,84.07766,31.159313,101.130974
850,84.00676,31.180645,97.376884
851,83.922089,31.206453,93.608406
852,83.821777,31.237423,89.85907
853,83.703896,31.274256,86.121346
854,83.567345,31.317398,82.44075
855,83.407784,31.36833,78.761368
856,83.222122,31.428173,75.083435
857,83.001587,31.499924,71.326324
858,82.745323,31.584007,67.545479
859,82.458862,31.678762,63.869686
860,82.140518,31.784836,60.28405
861,81.778687,31.906229,56.685616
862,81.366905,32.045258,53.039162
863,80.908813,32.200844,49.405365
864,80.403549,32.373398,45.78437
865,79.851013,32.563065,42.175262
866,79.251938,32.769669,38.576393
867,78.607819,32.992764,34.985641
868,77.920853,33.231647,31.400787
869,77.193817,33.48539,27.819733
870,76.429947,33.75288,24.240751
871,75.632782,34.03289,20.662609
872,74.806038,34.32412,17.084648
873,73.971024,34.619015,13.578588
874,73.119247,34.920547,10.092972
875,72.222183,35.238808,6.499249
876,71.278664,35.574257,2.787031
877,84.363098,27.688732,146.935974
878,84.360092,27.690502,143.246994
879,84.355614,27.693008,139.647858
880,84.349602,27.696283,136.215836
881,84.341324,27.700724,132.75528
882,84.329979,27.706749,129.143036
883,84.315292,27.714512,125.529991
884,84.2966,27.72435,121.916092
885,84.273209,27.736649,118.3013
886,84.244263,27.751854,114.685577
887,84.208832,27.770466,111.068863
888,84.165817,27.793064,107.451126
889,84.113998,27.820314,103.832291
890,84.051933,27.852968,100.212296
891,83.976151,27.892879,96.513649
892,83.885925,27.940434,92.79937
893,83.779358,27.996658,89.102356
894,83.654442,28.062634,85.415131
895,83.510109,28.138945,81.782501
896,83.341835,28.227995,78.149216
897,83.146446,28.331493,74.515427
898,82.914803,28.454308,70.801292
899,82.646133,28.59688,67.061508
900,82.346313,28.756123,63.423447
901,82.013626,28.932962,59.872524
902,81.636047,29.133818,56.306839
903,81.206909,29.36227,52.69157
904,80.730095,29.616274,49.086929
905,80.204773,29.896305,45.493248
906,79.630905,30.202394,41.909859
907,79.009315,30.534132,38.335358
908,78.341583,30.890684,34.767944
909,77.63002,31.270828,31.205666
910,76.87751,31.673027,27.646721
