Label,x,y,z,xNorm,yNorm,zNorm,Area
141,110.990158,50.770023,159.228668,5.1e-05,1.0,-0.00035300000000000002,6.618395
142,110.992188,50.769184,156.31311,0.000173,1.0,-0.000222,6.502711
143,108.74192,50.769577,156.308121,0.000174,1.0,-0.00011,6.510167
144,123.124985,56.90744,2.706165,0.742811,0.59414500000000003,0.308583,17.965509
145,121.962791,56.524734,6.261981,0.71424600000000005,0.63250600000000001,0.29964800000000003,16.878308
146,120.837883,56.153137,9.754099,0.68328199999999994,0.67042800000000002,0.28922700000000001,16.342614
147,119.725105,55.784317,13.27146,0.64924899999999997,0.70832700000000004,0.27703699999999998,16.219665
148,118.62532,55.41848,16.82584,0.61215699999999995,0.74570800000000004,0.26302799999999998,15.884093
149,117.552078,55.060097,20.390333,0.57260699999999998,0.78161000000000003,0.24740000000000001,15.611111
150,116.489174,54.703644,24.041473,0.53023299999999995,0.81606100000000004,0.229993,16.038946
151,115.455376,54.3554,27.736618,0.48611700000000002,0.84796400000000005,0.21129700000000001,15.502283
152,114.486938,54.027573,31.366314,0.44243399999999999,0.87593900000000002,0.19231000000000001,15.109081
153,113.581757,53.719585,34.948181,0.39982000000000001,0.900034,0.17344599999999999,14.84646
154,112.737724,53.430862,38.499844,0.358815,0.92043799999999998,0.15506700000000001,14.703563
155,111.95005,53.159882,42.052105,0.31971100000000002,0.937496,0.13742599999999999,14.780876
156,111.216782,52.906116,45.623981,0.28282299999999999,0.95153900000000002,0.120769,14.864416
157,110.540894,52.670723,49.209122,0.248609,0.96285399999999999,0.105382,14.944904
158,109.923141,52.454155,52.804985,0.21731900000000001,0.97180900000000003,0.091433,15.051078
159,109.362328,52.256187,56.413082,0.189022,0.978792,0.078976000000000005,15.176543
160,108.8564,52.076305,60.034637,0.16367300000000001,0.98416899999999996,0.067988999999999994,15.315291
161,108.402626,51.913761,63.670509,0.14114699999999999,0.98826499999999995,0.058400000000000001,15.461773
162,107.997749,51.767616,67.321136,0.121266,0.99135499999999999,0.050092999999999999,15.61119
163,107.638214,51.636803,70.986588,0.103815,0.99366900000000002,0.042938999999999998,15.759508
164,107.32032,51.520191,74.666527,0.088568999999999995,0.99539,0.036802000000000001,15.903504
165,107.040314,51.416622,78.360352,0.075302999999999995,0.99666200000000005,0.031546999999999999,16.040707
166,106.794563,51.324944,82.067223,0.063798999999999995,0.99759600000000004,0.027052,16.169393
167,106.57959,51.244061,85.786118,0.053851000000000003,0.99827900000000003,0.023205,16.288354
168,106.392143,51.172901,89.515877,0.045275000000000003,0.998776,0.019909,16.396989
169,106.231674,51.111465,93.189476,0.038010000000000002,0.99913099999999999,0.017124,15.913511
170,106.094467,51.058472,96.814606,0.031861,0.99938300000000002,0.014758,16.076418
171,105.974823,51.011871,100.464645,0.026549,0.99956699999999998,0.012696000000000001,16.227871
172,105.870949,50.971069,104.137848,0.021978000000000001,0.999699,0.010899000000000001,16.367228
173,105.781166,50.935516,107.832306,0.01806,0.99979300000000004,0.0093279999999999995,16.493936
174,105.703979,50.904701,111.546043,0.014716999999999999,0.99985999999999997,0.007953,16.607773
175,105.638,50.878166,115.27697,0.011878,0.99990699999999999,0.0067470000000000004,16.708486
176,105.58197,50.855484,119.022934,0.0094830000000000001,0.99993900000000002,0.0056870000000000002,16.795888
177,105.534752,50.836266,122.781715,0.0074739999999999997,0.99996099999999999,0.0047540000000000004,16.86966
178,105.495331,50.82016,126.550919,0.0058019999999999999,0.99997499999999995,0.0039329999999999999,16.929249
179,105.463173,50.807011,130.270081,0.0044409999999999996,0.99998500000000001,0.0032179999999999999,16.453684
180,105.437012,50.796345,133.984436,0.0033310000000000002,0.99999099999999996,0.002588,16.913655
181,105.415466,50.787636,137.799881,0.0024120000000000001,0.99999499999999997,0.0020170000000000001,17.384225
182,105.398514,50.780922,141.624054,0.001681,0.99999700000000002,0.0015100000000000001,17.009692
183,105.38578,50.776062,145.405212,0.001119,0.99999899999999997,0.0010679999999999999,17.010405
184,105.376488,50.772774,149.18515,0.00069099999999999999,1.0,0.00067699999999999998,17.007252
185,106.869484,50.770092,153.598557,0.00024499999999999999,1.0,0.000174,4.244659
186,103.869118,50.771229,153.586777,0.00024399999999999999,1.0,0.00048899999999999996,4.254464
187,105.370972,50.771076,152.333725,0.00050900000000000001,1.0,0.00033199999999999999,8.498843
188,104.239838,50.770367,159.223663,5.1e-05,1.0,-0.00011900000000000001,6.640928
189,106.489944,50.770252,159.225327,5.1e-05,1.0,-0.00019699999999999999,6.633427
190,106.491661,50.769966,156.303131,0.000174,1.0,2.1123999999999999e-06,6.517634
191,104.241394,50.770355,156.298141,0.000174,1.0,0.00011400000000000001,6.525102
192,120.174767,60.60215,2.694057,0.72743199999999997,0.58204299999999998,0.36341299999999999,18.217901
193,118.924286,59.972729,6.22648,0.69933900000000004,0.61994800000000005,0.355794,17.114353
194,117.713104,59.362637,9.696573,0.66901900000000003,0.65756700000000001,0.34643699999999999,16.567453
195,116.514145,58.758224,13.19282,0.63580800000000004,0.69534799999999997,0.33502100000000001,16.436179
196,115.32827,58.159897,16.727074,0.59970599999999996,0.73283699999999996,0.321409,16.086614
197,114.170059,57.574986,20.272739,0.56127499999999997,0.76909700000000003,0.30571300000000001,15.798014
198,113.021942,56.994598,23.906162,0.52012999999999998,0.80417899999999998,0.28768199999999999,16.215676
199,111.904198,56.428959,27.585081,0.47728599999999999,0.83696499999999996,0.26774300000000001,15.656349
200,110.856018,55.897911,31.200653,0.43482300000000002,0.86600100000000002,0.246923,15.242342
201,109.875214,55.400383,34.770435,0.39333800000000002,0.89126399999999995,0.225685,14.961061
202,108.959602,54.935337,38.311989,0.35334700000000002,0.91287399999999996,0.20446900000000001,14.801832
203,108.10405,54.50021,41.85603,0.31513400000000003,0.93111699999999997,0.18360799999999999,14.865838
204,107.306572,54.094032,45.421524,0.27901500000000001,0.94627499999999998,0.16344700000000001,14.937838
205,106.570473,53.718552,49.002113,0.245451,0.95859399999999995,0.144402,15.008717
206,105.896683,53.374306,52.595177,0.21470400000000001,0.968418,0.12676399999999999,15.107363
207,105.284058,53.060795,56.202126,0.18685599999999999,0.97613099999999997,0.11069,15.22721
208,104.730492,52.777016,59.82407,0.161881,0.98210600000000003,0.096241999999999994,15.361929
209,104.233162,52.521599,63.461723,0.13966600000000001,0.98668,0.083401000000000003,15.505687
210,103.788635,52.292885,67.115387,0.12003999999999999,0.99014800000000003,0.072093000000000004,15.653472
211,103.393188,52.08902,70.784981,0.102802,0.99275500000000005,0.062205000000000003,15.800885
212,103.042862,51.908058,74.470032,0.087734000000000006,0.99470099999999995,0.053605,15.944527
213,102.733704,51.748039,78.169815,0.074617000000000003,0.99614400000000003,0.046149000000000003,16.081709
214,102.461815,51.607021,81.883339,0.063236000000000001,0.99720900000000001,0.039702000000000001,16.210589
215,102.223495,51.483147,85.609482,0.053392000000000002,0.99799000000000004,0.034134999999999999,16.32984
216,102.015259,51.374676,89.347008,0.044901000000000003,0.99856100000000003,0.029326000000000001,16.438779
217,101.836624,51.281425,93.02861,0.037706999999999997,0.99897000000000002,0.025239000000000001,15.954147
218,101.683556,51.201351,96.661942,0.031615999999999998,0.99926300000000001,0.021749000000000001,16.117495
219,101.549812,51.131233,100.320457,0.026350999999999999,0.99947799999999998,0.018699,16.269352
220,101.433441,51.070107,104.002365,0.021819999999999999,0.99963299999999999,0.016034,16.409027
221,101.332657,51.017052,107.705734,0.017933999999999999,0.99974499999999999,0.013703999999999999,16.535958
222,101.245834,50.971256,111.428497,0.014618000000000001,0.99982499999999996,0.011665,16.649963
223,101.171471,50.931961,115.168564,0.011802,0.99988200000000005,0.0098799999999999999,16.750731
224,101.108215,50.898476,118.923744,0.0094249999999999994,0.99992099999999995,0.0083160000000000005,16.838102
225,101.054832,50.870178,122.691742,0.00743,0.99994799999999995,0.0069449999999999998,16.911839
226,101.010208,50.846504,126.4702,0.00577,0.99996700000000005,0.0057450000000000001,16.971248
227,100.973793,50.827179,130.198441,0.0044169999999999999,0.99997899999999995,0.0047080000000000004,16.494111
228,100.944191,50.811474,133.921829,0.0033140000000000001,0.99998699999999996,0.0038010000000000001,16.954863
229,100.91983,50.798588,137.746475,0.0024009999999999999,0.99999300000000002,0.0029849999999999998,17.426156
230,100.900757,50.788544,141.579788,0.001673,0.999996,0.0022690000000000002,17.050349
231,100.886551,50.781136,145.369919,0.0011130000000000001,0.99999800000000005,0.001653,17.050587
232,100.876343,50.775898,149.158722,0.00068800000000000003,0.99999899999999997,0.001114,17.046985
233,102.368919,50.771595,153.582352,0.00024399999999999999,1.0,0.00048899999999999996,4.254464
234,99.368553,50.772732,153.570572,0.000243,1.0,0.00080199999999999998,4.264285
235,100.870445,50.77298,152.31459,0.00050699999999999996,1.0,0.00064599999999999998,8.518486
236,99.739609,50.770596,159.220322,5.1e-05,1.0,3.6000000000000001e-05,6.655955
237,101.989723,50.770481,159.222,5.1e-05,1.0,-4.1e-05,6.648447
238,101.991135,50.770748,156.293137,0.000173,1.0,0.00022499999999999999,6.532536
239,99.74086,50.771141,156.288147,0.000173,1.0,0.00033700000000000001,6.539958
240,77.989021,50.771126,158.82666,1.8e-05,1.0,0.00031300000000000002,14.045268
241,77.988739,50.772728,155.122162,4.8999999999999998e-05,1.0,0.00055400000000000002,13.739103
242,77.989265,50.775261,151.498566,8.3999999999999995e-05,1.0,0.00084800000000000001,13.439069
243,77.990593,50.778877,147.954208,0.00012300000000000001,0.99999899999999997,0.0011969999999999999,13.145142
244,77.992783,50.783859,144.41391,0.00016799999999999999,0.99999899999999997,0.0016130000000000001,13.408648
245,77.995934,50.790588,140.809357,0.00021699999999999999,0.99999800000000005,0.0021180000000000001,13.627094
246,78.000114,50.799377,137.173141,0.00027300000000000002,0.999996,0.0027169999999999998,13.645521
247,78.005379,50.810551,133.531799,0.00033599999999999998,0.99999400000000005,0.0034199999999999999,13.664682
248,78.01181,50.82452,129.885071,0.00040900000000000002,0.99999099999999996,0.004241,13.684646
249,78.01947,50.841755,126.232697,0.00049399999999999997,0.99998600000000004,0.0051970000000000002,13.705344
250,78.028458,50.862782,122.574379,0.00059800000000000001,0.99997999999999998,0.0063020000000000003,13.726838
251,78.038879,50.888214,118.909821,0.00073099999999999999,0.99997100000000005,0.0075810000000000001,13.749082
252,78.050827,50.918747,115.238708,0.00090200000000000002,0.99995900000000004,0.0090559999999999998,13.772154
253,78.064423,50.955162,111.560715,0.001127,0.999942,0.010751999999999999,13.795926
254,78.079788,50.998363,107.875504,0.001428,0.99991799999999997,0.012699999999999999,13.82042
255,78.097389,51.050365,104.121284,0.0018469999999999999,0.99988600000000005,0.014977000000000001,14.305584
256,78.117065,51.1115,100.359985,0.0024060000000000002,0.99984200000000001,0.017586999999999998,13.864706
257,78.13829,51.180794,96.712296,0.0031389999999999999,0.99978500000000003,0.020476000000000001,13.444399
258,78.161705,51.261223,93.075592,0.0041269999999999996,0.99970899999999996,0.023751000000000001,13.770479
259,78.188049,51.356365,89.364578,0.0054730000000000004,0.99960599999999999,0.027543999999999999,13.986043
260,78.2173,51.467533,85.619186,0.0072839999999999997,0.99946500000000005,0.031884999999999997,14.010406
261,78.249481,51.596298,81.864746,0.0096970000000000008,0.99927500000000002,0.036805999999999998,14.033457
262,78.284782,51.745018,78.101242,0.012886999999999999,0.99901899999999999,0.042362999999999998,14.054625
263,78.323364,51.916237,74.328796,0.017070999999999999,0.998672,0.048606999999999997,14.073153
264,78.365402,52.112686,70.547745,0.022509999999999999,0.998201,0.055577000000000001,14.088485
265,78.411819,52.34132,66.697472,0.029645000000000001,0.99754600000000004,0.063431000000000001,14.553992
266,78.462067,52.602097,62.831142,0.038739999999999997,0.99664699999999995,0.072069999999999995,14.171049
267,78.514755,52.890083,59.055199,0.049868000000000003,0.99544999999999995,0.081199999999999994,13.845117
268,78.569824,53.206623,55.354633,0.063261999999999999,0.99386399999999997,0.090731000000000006,13.577112
269,78.628754,53.562862,51.621323,0.079594999999999999,0.99171699999999996,0.10081,14.056705
270,78.691902,53.96386,47.82481,0.099292000000000005,0.98880800000000002,0.111356,14.022258
271,78.757935,54.404305,44.03606,0.12219000000000001,0.984985,0.121958,13.990155
272,78.826462,54.884048,40.256329,0.14822399999999999,0.98005699999999996,0.132356,13.967097
273,78.897079,55.402252,36.486084,0.17715500000000001,0.97384400000000004,0.14228399999999999,13.959027
274,78.969353,55.957409,32.725262,0.20857600000000001,0.96620200000000001,0.15148800000000001,13.970556
275,79.042816,56.547394,28.973528,0.24193899999999999,0.95704999999999996,0.15975400000000001,14.00491
276,79.11705,57.169624,25.230536,0.27660000000000001,0.94637800000000005,0.16691800000000001,14.063558
277,79.19162,57.821114,21.496113,0.31188399999999999,0.93425899999999995,0.17288400000000001,14.146307
278,79.264435,58.482414,17.856607,0.34632000000000002,0.92116500000000001,0.17752899999999999,13.587857
279,79.336121,59.158573,14.264309,0.379828,0.90717899999999996,0.18099100000000001,14.072811
280,79.40918,59.873058,10.579237,0.41323199999999999,0.89195500000000005,0.183453,14.636769
281,79.483582,60.626926,6.789592,0.446183,0.87562499999999999,0.18493799999999999,15.28363
282,79.559273,61.421227,2.883576,0.47836899999999999,0.85834500000000002,0.18549199999999999,16.017379
283,81.739082,50.771015,158.964615,1.9000000000000001e-05,1.0,0.00027399999999999999,13.010707
284,81.738853,50.772324,155.528564,5.5999999999999999e-05,1.0,0.000486,12.760236
285,81.739288,50.774391,152.158722,0.000102,1.0,0.00074299999999999995,12.514669
286,81.740379,50.77734,148.853699,0.00016000000000000001,0.99999899999999997,0.0010460000000000001,12.274128
287,81.742165,50.781406,145.543228,0.00023000000000000001,0.99999899999999997,0.001408,12.555426
288,81.744751,50.786907,142.162811,0.00031599999999999998,0.99999800000000005,0.001843,12.798097
289,81.748169,50.794094,138.742203,0.00042400000000000001,0.99999700000000002,0.0023570000000000002,12.85582
290,81.75248,50.803223,135.305664,0.00055500000000000005,0.99999499999999997,0.0029580000000000001,12.916229
291,81.757736,50.814648,131.85231,0.00071500000000000003,0.99999300000000002,0.0036570000000000001,12.979686
292,81.764008,50.828739,128.381256,0.00091299999999999997,0.99999000000000005,0.0044640000000000001,13.046221
293,81.771362,50.845936,124.891571,0.0011609999999999999,0.99998500000000001,0.0053940000000000004,13.115998
294,81.779892,50.866741,121.382217,0.001469,0.99997800000000003,0.0064640000000000001,13.189142
295,81.789665,50.891708,117.852142,0.001856,0.999969,0.0076889999999999997,13.265845
296,81.800797,50.921494,114.300217,0.0023449999999999999,0.99995599999999996,0.0090910000000000001,13.346172
297,81.81337,50.956833,110.725281,0.0029629999999999999,0.99993799999999999,0.010691000000000001,13.430201
