ITEM NAME,VARIABLE,MIN,MAX,AVG,RMS,STDDEV
944,Uy,-1.20094182,-1.06850204,-1.148155041,1.148552714,0.030221487
944,Uz,0.870903368,1.04245323,0.980487018,0.981333872,0.040759971
944,UMag,4.847575019,5.482600716,5.221604883,5.223690194,0.147586209
944,p,-63.9275761,-53.3101982,-57.79199773,57.8442425,2.457923734
945,Ux,7.78535673,8.11740948,8.000303626,8.000704511,0.080091023
945,Uy,-2.01861738,-1.93515507,-1.989047266,1.989149477,0.020164795
945,Uz,0.109178812,0.372916294,0.27136226,0.278843729,0.064158782
945,UMag,8.023192269,8.372270603,8.248553732,8.24898431,0.08428213
945,p,-60.2692106,-49.4494924,-53.70643942,53.76783661,2.568777668
946,Ux,11.6434728,12.119442,11.83456812,11.83516598,0.118959406
946,Uy,-3.40927628,-3.28326012,-3.334625767,3.334765656,0.03054457
946,Uz,-0.171393775,0.018935701,-0.079585071,0.098357649,0.057796571
946,UMag,12.09786419,12.5909414,12.29578647,12.29640151,0.122984151
946,p,-39.5779998,-29.9780122,-33.49480216,33.570571,2.254210707
947,Ux,9.34920035,10.2920808,9.703770833,9.706171768,0.215875007
947,Uy,-3.11551171,-2.84807565,-2.950269238,2.950900863,0.061051862
947,Uz,-0.097134315,0.221798062,0.092440713,0.119208095,0.075268084
947,UMag,9.773862489,10.75367021,10.14305746,10.14553088,0.224013902
947,p,-35.4274619,-26.3941456,-29.54052445,29.6143122,2.089234913
948,Ux,5.31730481,6.1625316,5.644087827,5.647526121,0.197037781
948,Uy,-2.20312256,-1.90640766,-2.021815523,2.022993537,0.069027836
948,Uz,0.461120487,0.697726194,0.600373744,0.602536296,0.051003491
948,UMag,5.68305546,6.560802487,6.02565609,6.029104753,0.20389413
948,p,-31.4743899,-22.397189,-25.40582456,25.49172927,2.09101409
949,Ux,6.87100913,7.61642071,7.146936851,7.149197441,0.179771248
949,Uy,-3.05017994,-2.75170986,-2.862043916,2.862949366,0.071997881
949,Uz,0.45590529,0.707805488,0.600488532,0.602891729,0.053776953
949,UMag,7.428225008,8.217287328,7.722366241,7.724699448,0.189845217
949,p,-25.0540995,-15.8019538,-18.91000979,19.02800949,2.115815467
950,Ux,5.92225412,6.6508098,6.196463447,6.198791914,0.169888041
950,Uy,-2.80938908,-2.50127909,-2.616575408,2.61756217,0.071866862
950,Uz,0.54191311,0.774770775,0.685855397,0.687584765,0.048735843
950,UMag,6.465521933,7.240591814,6.761428879,6.763832177,0.180292077
950,p,-17.7640059,-8.65985944,-11.77775523,11.95530866,2.05277547
951,Ux,2.78067876,3.6087097,3.194999781,3.201272854,0.200310484
951,Uy,-1.69122631,-1.30103775,-1.495227054,1.498197551,0.094297189
951,Uz,1.04631839,1.14291534,1.106851303,1.107176401,0.02682866
951,UMag,3.244530017,4.124308748,3.697702138,3.703860604,0.213500061
951,p,-11.1347422,-2.25107698,-5.320581563,5.65799829,1.924670487
952,Ux,3.2176371,3.63135567,3.372088044,3.373520261,0.098291261
952,Uy,-1.88832221,-1.67277813,-1.751635413,1.752386279,0.051293776
952,Uz,0.975686744,1.06906348,1.038025901,1.038288556,0.023352854
952,UMag,3.757613077,4.221817482,3.939224205,3.940753703,0.109783474
952,p,-1.17377708,7.36043285,4.357370333,4.757485685,1.909710403
953,Ux,3.05650695,3.31036655,3.139154381,3.139702913,0.058686969
953,Uy,-1.94662729,-1.79815116,-1.846792823,1.847108665,0.034156823
953,Uz,0.884984328,0.991774782,0.952360862,0.952764106,0.027716972
953,UMag,3.66759251,3.965265016,3.764634598,3.765276118,0.069502426
953,p,7.20206285,15.5146769,12.53791941,12.67947786,1.889374416
954,Ux,3.21048788,3.43147297,3.288454054,3.288878284,0.052823272
954,Uy,-2.16252168,-2.02562224,-2.074325018,2.074583899,0.032773016
954,Uz,0.674130839,0.831293102,0.759214428,0.760197238,0.038643158
954,UMag,3.865536601,4.140045777,3.96158232,3.962135606,0.066212381
954,p,14.0362736,22.0846329,19.15619149,19.24337586,1.829710918
955,Ux,2.46776915,2.65236373,2.5405594,2.540939788,0.043965243
955,Uy,-1.90039531,-1.76806502,-1.819295224,1.819565499,0.031360731
955,Uz,0.594617921,0.808413455,0.701607312,0.703528529,0.051957392
955,UMag,3.109162333,3.359120572,3.202911892,3.203458444,0.059172772
955,p,23.2021353,30.6068396,27.88721337,27.93838163,1.690118028
956,Ux,0.992127374,1.11415734,1.044763345,1.045206363,0.030428494
956,Uy,-0.812379619,-0.725541492,-0.76512256,0.765463852,0.022855585
956,Uz,0.479187129,0.736600172,0.600043798,0.603297415,0.062571642
956,UMag,1.355192238,1.556774344,1.428308878,1.42911127,0.047882875
956,p,27.8479604,34.97941,32.33076763,32.37272002,1.647563626
957,Ux,0.595898333,0.69297261,0.636183459,0.636645218,0.024243345
957,Uy,-0.569166415,-0.483371218,-0.515466288,0.515949032,0.022313883
957,Uz,-0.03234934,0.20121947,0.065272214,0.086813127,0.057236851
957,UMag,0.769794774,0.896374321,0.823437401,0.824049183,0.031747482
957,p,33.9781195,40.4764577,38.03780366,38.06713439,1.494059374
958,Ux,0.479524915,0.586864796,0.522043764,0.522778208,0.027701323
958,Uy,-0.568690114,-0.462384404,-0.504823341,0.505611184,0.028214601
958,Uz,-0.260289327,-0.094359866,-0.190619424,0.194970546,0.040960331
958,UMag,0.681083784,0.850842556,0.751616763,0.752962973,0.045005328
958,p,39.9971295,45.7446286,43.5740732,43.59420541,1.324722631
959,Ux,0.826092829,0.929437641,0.864260532,0.864615661,0.024778519
959,Uy,-1.05071694,-0.969849702,-0.999361596,0.99954414,0.019102084
959,Uz,-0.391938248,-0.339826261,-0.370464348,0.37065845,0.011993896
959,UMag,1.331286769,1.444883404,1.372345208,1.372602061,0.026552745
959,p,45.9168856,51.0382858,49.09749824,49.11165243,1.179012879
960,Ux,8.71749964,10.2094746,9.658900096,9.665469628,0.35630332
960,Uy,-0.178318459,-0.057286394,-0.125976251,0.128867508,0.027144407
960,Uz,-2.1771571,-0.661215889,-1.463331802,1.510846181,0.375920498
960,UMag,8.969147686,10.26374035,9.779047969,9.78368878,0.301308747
960,p,-52.9496816,-39.9694914,-45.24445546,45.37808942,3.479978409
961,Ux,5.90052022,6.98728185,6.409663345,6.415621256,0.276427039
961,Uy,-0.198794333,-0.1878163,-0.192157821,0.192166662,0.001843287
961,Uz,-0.17352788,1.22193684,0.612862231,0.705747677,0.349970955
961,UMag,5.99089583,6.989947815,6.452204704,6.457182351,0.253492332
961,p,-56.1197903,-41.0164281,-49.15370899,49.32087409,4.05727908
962,Ux,4.32090526,5.43106156,4.823642656,4.830637083,0.25985794
962,Uy,-0.178479085,-0.155114154,-0.168212267,0.168285006,0.004947377
962,Uz,0.893248982,1.84955333,1.421104981,1.440243829,0.234014785
962,UMag,4.607923173,5.539394118,5.038219366,5.043577773,0.232427134
962,p,-61.3203322,-42.1950165,-51.57224029,51.79993137,4.851486559
963,Ux,3.92147101,4.90030272,4.441324788,4.446458589,0.213607367
963,Uy,-0.169776893,-0.140967059,-0.158796597,0.158853692,0.004258677
963,Uz,1.2609372,2.60277989,1.883482384,1.906697524,0.296630341
963,UMag,4.194074434,5.46008421,4.835044046,4.840632596,0.232536012
963,p,-64.8648598,-43.3237144,-53.28654836,53.56081601,5.413388496
964,Ux,4.89085808,6.88290848,6.133522585,6.143254283,0.34564995
964,Uy,-0.20731697,-0.070451812,-0.171198929,0.172263238,0.019119355
964,Uz,2.66899404,4.94077416,3.803430675,3.830154823,0.451664774
